category,time,headline,description,url,content
NEWS,,Legislators raise concerns on President Ruto's security after flying shoe incident,President Ruto was hit by a flying shoe while addressing a public rally in Migori County on Sunday.,/news/legislators-raise-concerns-on-president-rutos-security-after-flying-shoe-incident-n362149,
NEWS,,Legislators raise concerns on President Ruto's security after flying shoe incident,President Ruto was hit by a flying shoe while addressing a public rally in Migori County on Sunday.,/news/legislators-raise-concerns-on-president-rutos-security-after-flying-shoe-incident-n362149,
,,,,,
,,,,,
,,,,,
NEWS,,"‘We are not looking for Jesus Christ,’ Senator Onyonka says on Matiang’i tainted history",Matiang'i orchestrated deportation of lawyer Miguna Miguna after the swearing in of Raila Odinga as ‘people’s president’ in 2018. He shut down 3 TV stations after the mock swearing in. ,/news/we-are-not-looking-for-jesus-christ-senator-onyonka-says-on-matiangi-tainted-history-n362147,
NEWS,,"‘We are not looking for Jesus Christ,’ Senator Onyonka says on Matiang’i tainted history",Matiang'i orchestrated deportation of lawyer Miguna Miguna after the swearing in of Raila Odinga as ‘people’s president’ in 2018. He shut down 3 TV stations after the mock swearing in. ,/news/we-are-not-looking-for-jesus-christ-senator-onyonka-says-on-matiangi-tainted-history-n362147,
,,,,,
,,,,,
,,,,,
NEWS,,Six KWS officers charged with abduction of missing fisherman,"The officers — Francis Gachoki, Alexander Lorogoi, Isaac Wabukala, Michael Kimaiyo, Evans Kipsang, and Abdulrahman Ali Sudi — appeared before Principal Magistrate Kipkurui Kibellion and pleaded not guilty to one count of abduction with intent to conf...",/news/six-kws-officers-charged-with-abduction-of-missing-fisherman-n362177,
NEWS,,Six KWS officers charged with abduction of missing fisherman,"The officers — Francis Gachoki, Alexander Lorogoi, Isaac Wabukala, Michael Kimaiyo, Evans Kipsang, and Abdulrahman Ali Sudi — appeared before Principal Magistrate Kipkurui Kibellion and pleaded not guilty to one count of abduction with intent to conf...",/news/six-kws-officers-charged-with-abduction-of-missing-fisherman-n362177,
,,,,,
,,,,,
,,,,,
NEWS,,Four suspects arraigned over Kasipul MP Charles Were’s assassination,"According to prosecution counsel Allen Mulama, the extension is crucial for pursuing critical leads, including the pursuit of additional suspects—among them a police officer believed to have played a central role in orchestrating the killing....",/news/four-suspects-arraigned-over-kasipul-mp-charles-weres-assassination-n362175,
NEWS,,Four suspects arraigned over Kasipul MP Charles Were’s assassination,"According to prosecution counsel Allen Mulama, the extension is crucial for pursuing critical leads, including the pursuit of additional suspects—among them a police officer believed to have played a central role in orchestrating the killing....",/news/four-suspects-arraigned-over-kasipul-mp-charles-weres-assassination-n362175,
,,,,,
,,,,,
,,,,,
SPORTS,,Ex-French interior minister Darmanin apologises for 2022 Champions League fiasco,"Darmanin initially blamed Liverpool fans for the disorder and claimed many had turned up without tickets.Three years on, he admitted in the interview that the authorities had got it wrong.",/sports/ex-french-interior-minister-darmanin-apologises-for-2022-champions-league-fiasco-n362178,
SPORTS,,Ex-French interior minister Darmanin apologises for 2022 Champions League fiasco,"Darmanin initially blamed Liverpool fans for the disorder and claimed many had turned up without tickets.Three years on, he admitted in the interview that the authorities had got it wrong.",/sports/ex-french-interior-minister-darmanin-apologises-for-2022-champions-league-fiasco-n362178,
,,,,,
,,,,,
,,,,,
NEWS,,"President Ruto promises to connect 25,000 households to electricity in Migori by November","The president made the announcement while touring Awendo Constituency, where he flagged off electrification materials under the Last Mile Connectivity Programme",/news/president-ruto-promises-to-connect-25000-households-to-electricity-in-migori-by-november-n361595,
NEWS,,"President Ruto promises to connect 25,000 households to electricity in Migori by November","The president made the announcement while touring Awendo Constituency, where he flagged off electrification materials under the Last Mile Connectivity Programme",/news/president-ruto-promises-to-connect-25000-households-to-electricity-in-migori-by-november-n361595,
,,,,,
,,,,,
,,,,,
SPORTS,,"Olympic 100m medallist Kerley denies battery, admits to 'altercation'","Kerley, who won 100m gold at the 2022 World Championships and took bronze in the event at the Paris Olympics, said in a statement the arrest was down to a ""misunderstanding"".",/sports/olympic-100m-medallist-kerley-denies-battery-admits-to-altercation-n362172,
SPORTS,,"Olympic 100m medallist Kerley denies battery, admits to 'altercation'","Kerley, who won 100m gold at the 2022 World Championships and took bronze in the event at the Paris Olympics, said in a statement the arrest was down to a ""misunderstanding"".",/sports/olympic-100m-medallist-kerley-denies-battery-admits-to-altercation-n362172,
,,,,,
,,,,,
,,,,,
NEWS,,"'Must go is not an agenda,' Ruto tells critics amid major Migori projects rollout","He urged his critics to provide an alternative development plan, noting that it is unwise to rely on outdated and retrogressive political practices.",/news/must-go-is-not-an-agenda-ruto-tells-critics-amid-major-migori-projects-rollout-n362174,
NEWS,,"'Must go is not an agenda,' Ruto tells critics amid major Migori projects rollout","He urged his critics to provide an alternative development plan, noting that it is unwise to rely on outdated and retrogressive political practices.",/news/must-go-is-not-an-agenda-ruto-tells-critics-amid-major-migori-projects-rollout-n362174,
,,,,,
,,,,,
,,,,,
BUSINESS,,Kenya Power to install 45 electric vehicle chargers in six counties,"Kenya Power MD, Joseph Siror, said the chargers will be installed in Nairobi, Nyeri, Kisumu, Eldoret, Nakuru, Mombasa and Taita-Teveta.",/business/kenya-power-to-install-45-electric-vehicle-chargers-in-six-counties-n362173,
BUSINESS,,Kenya Power to install 45 electric vehicle chargers in six counties,"Kenya Power MD, Joseph Siror, said the chargers will be installed in Nairobi, Nyeri, Kisumu, Eldoret, Nakuru, Mombasa and Taita-Teveta.",/business/kenya-power-to-install-45-electric-vehicle-chargers-in-six-counties-n362173,
,,,,,
,,,,,
,,,,,
SPORTS,,Man Utd have 'big responsibility' to win Europa League: Amorim,United's winless run in the league extended to six matches as they trailed 4-1 against Brentford before late goals from Alejandro Garnacho and Amad Diallo restored a little pride for the lacklustre visitors.,/sports/man-utd-have-big-responsibility-to-win-europa-league-amorim-n362171,
SPORTS,,Man Utd have 'big responsibility' to win Europa League: Amorim,United's winless run in the league extended to six matches as they trailed 4-1 against Brentford before late goals from Alejandro Garnacho and Amad Diallo restored a little pride for the lacklustre visitors.,/sports/man-utd-have-big-responsibility-to-win-europa-league-amorim-n362171,
,,,,,
,,,,,
,,,,,
SPORTS,,Eliud Owalo and John Obi Mikel explore strategic partnership to uplift Kenyan football,"At the core of the discussions was the creation of a robust talent pipeline through structured youth programs. The proposed collaboration will focus on scouting and mentoring young players from across the country, particularly in underserved communit...",/sports/eliud-owalo-and-john-obi-mikel-explore-strategic-partnership-to-uplift-kenyan-football-n362170,
SPORTS,,Eliud Owalo and John Obi Mikel explore strategic partnership to uplift Kenyan football,"At the core of the discussions was the creation of a robust talent pipeline through structured youth programs. The proposed collaboration will focus on scouting and mentoring young players from across the country, particularly in underserved communit...",/sports/eliud-owalo-and-john-obi-mikel-explore-strategic-partnership-to-uplift-kenyan-football-n362170,
,,,,,
,,,,,
,,,,,
NEWS,,Gov't pathologist: Kasipul MP Charles Ong'ondo died from multiple internal injuries,"Speaking to the press after conducting a detailed autopsy at Lee Funeral Home, Dr. Oduor revealed that the MP was shot five times, with the bullets penetrating vital internal organs.&nbs...",/news/govt-pathologist-kasipul-mp-charles-ongondo-died-from-multiple-internal-injuries-n362169,
NEWS,,Gov't pathologist: Kasipul MP Charles Ong'ondo died from multiple internal injuries,"Speaking to the press after conducting a detailed autopsy at Lee Funeral Home, Dr. Oduor revealed that the MP was shot five times, with the bullets penetrating vital internal organs.&nbs...",/news/govt-pathologist-kasipul-mp-charles-ongondo-died-from-multiple-internal-injuries-n362169,
,,,,,
,,,,,
,,,,,
SPORTS,,"Gor Mahia blame Shabana for stadium chaos, urge FKF to act","In a strongly worded statement released Monday, the club accused Shabana, the home team, of failing to ensure proper security for a match that had been flagged as high-risk.",/sports/gor-mahia-blame-shabana-for-stadium-chaos-urge-fkf-to-act-n362167,
SPORTS,,"Gor Mahia blame Shabana for stadium chaos, urge FKF to act","In a strongly worded statement released Monday, the club accused Shabana, the home team, of failing to ensure proper security for a match that had been flagged as high-risk.",/sports/gor-mahia-blame-shabana-for-stadium-chaos-urge-fkf-to-act-n362167,
,,,,,
,,,,,
,,,,,
WANANCHI REPORTING,,Mob lynches suspected arsonist in Machakos,"The suspect ran towards a church, with the mob chasing him",/wananchi-reporting/mob-lynches-suspected-arsonist-in-machakos-n362168,
WANANCHI REPORTING,,Mob lynches suspected arsonist in Machakos,"The suspect ran towards a church, with the mob chasing him",/wananchi-reporting/mob-lynches-suspected-arsonist-in-machakos-n362168,
,,,,,
,,,,,
,,,,,
SPORTS,,Alexander-Arnold confirms Liverpool exit after 'hardest decision',Alexander-Arnold's contract talks over a free transfer switch to Real are reported to be at an advanced stage.He will depart as a Premier League champion after the Reds moved level with rivals Manches...,/sports/alexander-arnold-confirms-liverpool-exit-after-hardest-decision-n362165,
SPORTS,,Alexander-Arnold confirms Liverpool exit after 'hardest decision',Alexander-Arnold's contract talks over a free transfer switch to Real are reported to be at an advanced stage.He will depart as a Premier League champion after the Reds moved level with rivals Manches...,/sports/alexander-arnold-confirms-liverpool-exit-after-hardest-decision-n362165,
,,,,,
,,,,,
,,,,,
SPORTS,,Ex-Chelsea star Obi Mikel tips Benni McCarthy to turn around Harambee Stars fortunes,"Mikel, is in Nairobi, for a visit organised by London-based Africa Cultural Enterprise in collaboration with E-Sports platform Afrigame.",/sports/ex-chelsea-star-obi-mikel-tips-benni-mccarthy-to-turn-around-harambee-stars-fortunes-n362159,
SPORTS,,Ex-Chelsea star Obi Mikel tips Benni McCarthy to turn around Harambee Stars fortunes,"Mikel, is in Nairobi, for a visit organised by London-based Africa Cultural Enterprise in collaboration with E-Sports platform Afrigame.",/sports/ex-chelsea-star-obi-mikel-tips-benni-mccarthy-to-turn-around-harambee-stars-fortunes-n362159,
,,,,,
,,,,,
,,,,,
NEWS,,Pope Francis last wish: Popemobile be used as mobile clinic for children in Gaza,"Since the war in Gaza started in 2023, Pope Francis made sure to regularly call Palestinians sheltering in a small Catholic parish in Gaza City.",/news/pope-francis-last-wish-popemobile-be-used-as-mobile-clinic-for-children-in-gaza-n362163,
